,location,title,company,salary,summary,rating,clean_location,clean_title
2931,"Mumbai, Maharashtra",newSupply Chain and Procurement - Strategy consultant,IBM,,"
As a Business Sales & Delivery Executive, you will support IBM’s consistent growth by bringing your business development, sales, account management, and…
",3.9,"Mumbai, Maharashtra",Supply Chain Procurement Strategy consultant
2932,"Delhi, Delhi",Social Media Influencer,Zuvomo,"₹15,000 - ₹25,000 a month","
*Connecting to the brand and potential target audience across various social networking platforms (Twitter, Facebook, and LinkedIn)*.
",,"Delhi, Delhi",Social Media Influencer
2933,"Karnal, Haryana",Software Engineer (Fresher),Hcode Technologies,"₹3,39,000 - ₹5,00,000 a year","
We're looking for candidates with strong aptitude and programming appetite, preferably having reasonable exposure and expertise in any coding language, to join…
",5.0,"Karnal, Haryana",Software Engineer Fresher
2934,"Indore, Madhya Pradesh",Blockchain Developer,HyperBeans,,Experience: 1-4 | Location: Indore year(s) year(s) Choose file…,,"Indore, Madhya Pradesh",Blockchain Developer
2935,"Noida, Uttar Pradesh",Java Developer,Liberin Technologies Private Limited,"₹4,00,000 - ₹13,00,000 a year","
It began with digital transformation, IT services and Content Management leading to the design and develop customized software applications using cloud and…
",,"Noida, Uttar Pradesh",Java Developer
2936,"Hybrid remote in Pune, Maharashtra",Business Analyst Operations Management,Philips,,"
Conducting excellent work by being invited to be staffed on projects at our (Philips and non-Philips) customers.
Organize and (co-)facilitation of workshops.
",4.0,"Pune, Maharashtra",Business Analyst Operations Management
2937,"Bengaluru, Karnataka",newSenior Service Associate - Onboarding,IBM,,"
To think along with clients and sell.
As Lead Practitioner-HR, you will be supporting employee and business needs in delivering outstanding HR services for…
",3.9,"Bengaluru, Karnataka",Senior Service Associate Onboarding
2938,"Gurgaon, Haryana",Associate Blockchain Developer,The Liechtenstein Cryptoassets Exchange,,"
In 2020 LCX gained regulatory approval for 8 blockchain-related registrations by the Financial Market Authority.
Strong proficiency in Node JS.
",,"Gurgaon, Haryana",Associate Blockchain Developer
2939,"Bengaluru, Karnataka",CONTENT WRITER,dJAX Technologies,,"
Refer and scrutinize online articles and news regarding the latest development in the blockchain environment.
A (Eng. Lit.) or Mass Communication or equivalent.
",,"Bengaluru, Karnataka",CONTENT WRITER
2940,"Mumbai, Maharashtra",Equity Research Analyst – Blockchain Technology,B&B Analytics,,"
Maintain databases tracking key indicators in the technology/blockchain sectors.
Track and monitor trends in blockchain tech innovation and mainstream adoption.
",,"Mumbai, Maharashtra",Equity Research Analyst – Blockchain Technology
2941,"Surat, Gujarat",Blockchain Developer,Jobetto,"₹30,000 a month","
Knowledge of cryptography and blockchain protocols.
Keeping up with current blockchain technologies and cryptography methods.
Total work: 2 years (Preferred).
",,"Surat, Gujarat",Blockchain Developer
2942,"Remote in Pune, Maharashtra",Blockchain Developer,Digi Upaay Solution Pvt. LTD,"₹17,80,000 a year","
 Preparing documentation on the blockchain development processes.
 Designing, developing, and testing blockchain systems.
",,"Pune, Maharashtra",Blockchain Developer
2943,"Bengaluru, Karnataka",DevOps Engineer,New Street Technologies,"₹7,00,000 a year","
2+ years of experience in developing software platform on blockchain technology, Hyper Ledger Fabric is preferred.
Job Types: Full-time, Regular / Permanent.
",,"Bengaluru, Karnataka",DevOps Engineer
2944,"Pune, Maharashtra",Blockchain Developer/Architect,Nihilent,,Location: Pune Experience: 4-15 Years Skills: Expert in…,3.6,"Pune, Maharashtra",Blockchain DeveloperArchitect
2945,"Thiruvananthapuram, Kerala",BLOCKCHAIN DEVELOPER,Reflections Info Systems,,"
Knowledge of cryptography and blockchain protocols.
Keeping up with current blockchain technologies and cryptography methods.
",3.0,"Thiruvananthapuram, Kerala",BLOCKCHAIN DEVELOPER
2946,"Bengaluru, Karnataka",Zos Connect Developer,IBM,,"
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…
",3.9,"Bengaluru, Karnataka",Zos Connect Developer
2947,"Mumbai, Maharashtra",Blockchain Engineer,Boppo Technologies,,"
Research, design, develop, and test blockchain technologies.
Preferred experience across the SDLC, including requirements, design, development, testing,…
",,"Mumbai, Maharashtra",Blockchain Engineer
2948,"Kochi, Kerala",newStaff Development Engineer,IBM,,"
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…
",3.9,"Kochi, Kerala",Staff Development Engineer
2949,"Mohali, Punjab",newBlockchain Developer ( Training / Freshers ),Paradise Techsoft Solutions Pvt. Ltd.,,"
Training Period: 3-6 months (Stipend will be provided).
Qualification: Bachelor's Degree (Technical).
Employment will be offered to those who will successfully…
",,"Mohali, Punjab",Blockchain Developer  Training  Freshers 
2950,"Pune, Maharashtra+4 locations",Application Developer: Geographic Information,IBM,,"
Identify optimal solutions for technical problems.
Utilize the various GIS components like ESRI, Smallworld, etc.
Required Technical and Professional Expertise.
",3.9,"Pune, Maharashtra",Application Developer Geographic Information
2951,"Bengaluru, Karnataka","Blockchain DevOps/Site Reliability Engineer, ONYX","JPMorgan Chase Bank, N.A.",,"
In this role, you'll be working with the global blockchain engineering team to build a scalable and flexible support model to support the production platform,…
",3.8,"Bengaluru, Karnataka",Blockchain DevOpsSite Reliability Engineer ONYX
2952,"Bengaluru, Karnataka","newManager, Engineering",Blackhawk Network,Full-time,"
You will be constantly leveraging cutting edge technologies on the cloud, and application stacks to build efficient systems.
Experience: 10 to 14 Years.
",3.4,"Bengaluru, Karnataka",Manager Engineering
2953,"Noida, Uttar Pradesh",Blockchain Developer,Speqto Technologies,Full-time,"
Knowledge of how blockchain architecture; private keys work.
Able to build high-quality software for Ethereum; Hyperledger in Go/ Solidity/ JavaScript /Python…
",,"Noida, Uttar Pradesh",Blockchain Developer
2954,"Kochi, Kerala","newWatson Chat Bot, AI and ML Consultant",IBM,Full-time,"
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…
",3.9,"Kochi, Kerala",Watson Chat Bot AI ML Consultant
2955,"Hyderabad, Telangana",newQA Lead-W3581,Nisum,Full-time,"
Ensuring overall quality of the deliverables and test sign off will be the key responsibility.
Responsible for Defining QA strategy, approach, execution and…
",3.9,"Hyderabad, Telangana",QA LeadW3581
2956,"Ahmedabad, Gujarat",newBusiness Development,WeDoWebApps,,"
Successful applicants should also be willing to travel abroad.
Understand the target markets, including industry, company, projects, company contacts and which…
",,"Ahmedabad, Gujarat",Business Development
2957,"Bengaluru, Karnataka",newWorkday Integration Developer,IBM,Full-time,"
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…
",3.9,"Bengaluru, Karnataka",Workday Integration Developer
2958,"Warangal, Telangana","JAVA , .NET 1, Salesforce, AI, Blockchain, AWS, CISCO, Bigda...",MPACT,"₹40,000 - ₹45,000 a monthDay shift","
5 to 6 batches a day with one hour training each.
Remuneration: 40 K to 45 K per month.
Job Types: Contractual / Temporary, Freelance.
",,"Warangal, Telangana",JAVA  .NET 1 Salesforce AI Blockchain AWS CISCO Bigda
2959,"Ahmedabad, Gujarat",Front End Developer_Eco,IBM,Full-time,"
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…
",3.9,"Ahmedabad, Gujarat",Front End Developer_Eco
2960,"Indore, Madhya Pradesh",newSr. Software Engineer,Codes For Tomorrow,"₹15,000 - ₹35,000 a monthFull-timeMorning shift","
Sound Knowledge of C, C++, and Data structure.
Strong knowledge of basic programming & algorithms.
Basic knowledge of Dev-Ops & Linux.
",,"Indore, Madhya Pradesh",Sr. Software Engineer
2961,"Amritsar, Punjab",newSolidity Developer,Scenictionary Education,"₹6,00,000 a yearFull-timeMorning shift","
Involved in the blockchain development from architecture to implementation.
Keeping up with current blockchain systems and cryptography methods.
",,"Amritsar, Punjab",Solidity Developer
2962,"Mumbai, Maharashtra+3 locations",newApplication Architect: EAI,IBM,Full-time,"
You will define the scope and vision for projects that deliver customized solutions using your knowledge of IBM platforms.
",3.9,"Mumbai, Maharashtra",Application Architect EAI
2963,"Bengaluru, Karnataka",Recruitment Manager,Champions Group,Full-timeDay shift,"
All necessary precautions are being taken and facility is maintained hygienically.
Bengaluru - 560102, Karnataka: Reliably commute or planning to relocate…
",,"Bengaluru, Karnataka",Recruitment Manager
2964,"Temporarily Remote in New Delhi, Delhi",Manager - Product Analysis,LISTED DOTFANS PRIVATE LIMITED,"₹10,00,000 - ₹12,00,000 a yearFull-timeFlexible shift +1","
We are looking for an experienced product analyst who can evaluate the firm’s products, compare them against competitor offerings, and match them with market…
",,"New Delhi, Delhi",Manager Product Analysis
2965,"Gandhinagar, Gujarat",Blockchain Developers,Blockchain Tech Team,,"
We are looking for blockchain Administrator with 2 years of experience in blockchain development and 10+ years in software industry.
",,"Gandhinagar, Gujarat",Blockchain Developers
2966,Remote,Full Stack Developer (React Native),Scallop Group Ltd,"₹10,00,000 - ₹30,00,000 a yearFull-timeFlexible shift +1","
Interest or experience in NFTs and blockchain is a MUST!
Will be part of a cross-functional team that’s responsible for the full software development life cycle…
",,,Full Stack Developer React Native
2967,"Bengaluru, Karnataka","C++, Distributed systems - Blockchain Engineering Bangalore,...",VMware,Full-time,"
Analyze and improve performance, scalability, and stability of blockchain core product.
Contribute to key pieces of the blockchain core platform, including the…
",4.1,"Bengaluru, Karnataka",C++ Distributed systems Blockchain Engineering Bangalore
2968,"Hyderabad, Telangana",UI/UX Designer,Information data systems,"₹6,00,000 a yearFull-timeDay shift","
Collaborate with product managers and blockchain developers to understand design requirements.
Sound knowledge of visual design and design softwares like Adobe…
",,"Hyderabad, Telangana",UIUX Designer
2969,"Mumbai, Maharashtra",Backend Engineer (SDE 2/3) - Blockchain Team,CoinDCX,Full-time,"
Researching high quality of the material required for a particular blockchain project.
Knowledge of blockchain technology, smart contracts and cryptocurrency…
",5.0,"Mumbai, Maharashtra",Backend Engineer SDE 23 Blockchain Team
2970,"Bengaluru, Karnataka","Senior Java Developer - BlockChain Bangalore, Karnataka",VMware,Full-time,"
Engineers with 3-12 years of overall industry experience and are currently using.
Java8 and above, Java/J2ee design patterns, Spring Boot, Spring-annotations,…
",4.1,"Bengaluru, Karnataka",Senior Java Developer BlockChain Bangalore Karnataka
2971,"Hyderabad, Telangana",newJava Backend Engineer - H3606,Nisum,Full-time,"
8+ years of experience with Java.
5+ years of experience with Spring Boot, Core, MVC, Executor, JMS, JPA, etc.
2+ years of experience with TDD.
",3.9,"Hyderabad, Telangana",Java Backend Engineer H3606
2972,"Bengaluru, Karnataka",SOFTWARE DEVELOPER_JAVA/J2EE,IBM,Full-time,"
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…
",3.9,"Bengaluru, Karnataka",SOFTWARE DEVELOPER_JAVAJ2EE
2973,"Mumbai, Maharashtra",Blockchain Application Developer,Iassess Consultants,"₹1,00,000 a yearFull-timeDay shift","
At least 2 years of experience as a blockchain developer, especially in Solidity and Typescript.
Experience with smart contracts on other blockchains such as…
",,"Mumbai, Maharashtra",Blockchain Application Developer
2974,"Kochi, Kerala",newIntegration Developer (AppConnect Enterprise),IBM,Full-time,"
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…
",3.9,"Kochi, Kerala",Integration Developer AppConnect Enterprise
